ONDERWIJSBESTUURID,ONDERWIJSBESTUUR_NAAM,ONDERWIJSAANBIEDERID,ONDERWIJSAANBIEDER_NAAM,SOORT,OPLEIDINGSEENHEIDCODE,ERKENDEOPLEIDINGSCODE,VARIANT_VAN,ERKENNER,NAAM_LANG,INTERNATIONALE_NAAM,BEGINDATUM,EINDDATUM,NIVEAU,GRAAD,STUDIELAST,EQF,NLQF,WAARDEDOCUMENTSOORT,PENVOERDER,EIGENNAAM,EIGENNAAM_DUITS,EIGENNAAM_ENGELS,VORM,VOERTAAL,AANGEBODEN_OPLEIDING_BEGINDATUM,AANGEBODEN_OPLEIDING_EINDDATUM,EERSTE_INSTROOMDATUM,LAATSTE_INSTROOMDATUM,WEBSITE,SAMENWERKEND_MET,BUITENLANDSEPARTNER,DEFICIENTIE,EISEN_WERKZAAMHEDEN,PROPEDEUTISCHE_FASE,STUDIEKEUZECHECK,VERSNELD_TRAJECT,AANGEBODEN_OPLEIDINGCODE,EIGEN_AANGEBODEN_OPLEIDINGSLEUTEL,ONDERWIJSLOCATIECODE,ONDERWIJSLOCATIESTRAAT,ONDERWIJSLOCATIEPLAATS,OMSCHRIJVING
107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1016O8883,,50290,NVAO,English Language and Culture,English Language and Culture,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Universiteit Utrecht,English Language and Culture,,English Language and Culture,VOLTIJD,ENG,2020-09-01,,2022-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,GEEN_PROPEDEUTISCHE_FASE,STUDIEKEUZE_CHECK_VERPLICHT,GEEN_VERSNELD_TRAJECT,6a92998f-ff9a-421b-bc5f-828673b5720f,6a92998f-ff9a-421b-bc5f-828673b5720f,,,,English Language and Culture
107B449,Universiteit Utrecht,112A764,Universiteit Utrecht,VARIANT,1016O8884,,50290,NVAO,Educatieve Module Engels,Educatieve Module Engels,,,WO-BA,BACHELOR,180,6,6,GEEN_OFFICIEEL_DOCUMENT,Universiteit Utrecht,Educatieve Module Engels,,Educatieve Module Engels,VOLTIJD,NLD,2020-09-01,,2022-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,75da3137-cb6d-402e-a473-98faba635f4a,75da3137-cb6d-402e-a473-98faba635f4a,,,,Educatieve Module Engels
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O5087,,50441,NVAO,Industrial Design,Industrial Design,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Industrial Design,,Industrial Design,VOLTIJD,ENG,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,GEEN_PROPEDEUTISCHE_FASE,STUDIEKEUZE_CHECK_VERPLICHT,GEEN_VERSNELD_TRAJECT,0e8344bc-a27d-0ae7-e063-6f2ba8c0a89a,0e8344bc-a27d-0ae7-e063-6f2ba8c0a89a,114X284,Groene Loper,Eindhoven,Industrial Design
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O5091,,55824,NVAO,Psychology & Technology,Psychology & Technology,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Psychology & Technology,,Psychology & Technology,VOLTIJD,ENG,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,PROPEDEUTISCHE_FASE_ZONDER_EXAMEN,STUDIEKEUZE_CHECK_VERPLICHT,GEEN_VERSNELD_TRAJECT,0a98fccb-3c4b-5417-e063-6f2ba8c09422,0a98fccb-3c4b-5417-e063-6f2ba8c09422,114X284,Groene Loper,Eindhoven,
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6204,,56226,NVAO,Biomedische Technologie,Biomedical Engineering,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Biomedische Technologie,,Biomedical Engineering,VOLTIJD,ENG,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,PROPEDEUTISCHE_FASE_ZONDER_EXAMEN,STUDIEKEUZE_CHECK_VERPLICHT,GEEN_VERSNELD_TRAJECT,0cde291f-bcea-09a6-e063-6f2ba8c0ea9a,0cde291f-bcea-09a6-e063-6f2ba8c0ea9a,114X284,Groene Loper,Eindhoven,
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6205,,56226,NVAO,Medische Wetenschappen en Technologie,Medical Sciences and Engineering,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Medische Wetenschappen en Technologie,,Medical Sciences and Engineering,VOLTIJD,NLD,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,PROPEDEUTISCHE_FASE_ZONDER_EXAMEN,STUDIEKEUZE_CHECK_VERPLICHT,GEEN_VERSNELD_TRAJECT,0cde291f-bcf2-09a6-e063-6f2ba8c0ea9a,0cde291f-bcf2-09a6-e063-6f2ba8c0ea9a,114X284,Groene Loper,Eindhoven,
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6206,,56226,NVAO,Pre-master Biomedical Engineering,Pre-master Biomedical Engineering,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Pre-master Biomedical Engineering,,Pre-master Biomedical Engineering,VOLTIJD,ENG,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,GEEN_PROPEDEUTISCHE_FASE,STUDIEKEUZE_CHECK_VAN_TOEPASSING,GEEN_VERSNELD_TRAJECT,0cde291f-bcfa-09a6-e063-6f2ba8c0ea9a,0cde291f-bcfa-09a6-e063-6f2ba8c0ea9a,114X284,Groene Loper,Eindhoven,Biomedical Engineering
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6208,,56951,NVAO,Pre-master Architecture Building and Planning,Pre-master Architecture Building and Planning,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Pre-master Architecture Building and Planning,,Pre-master Architecture Building and Planning,VOLTIJD,ENG,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,GEEN_PROPEDEUTISCHE_FASE,STUDIEKEUZE_CHECK_VAN_TOEPASSING,GEEN_VERSNELD_TRAJECT,0cde291f-bd02-09a6-e063-6f2ba8c0ea9a,0cde291f-bd02-09a6-e063-6f2ba8c0ea9a,114X284,Groene Loper,Eindhoven,Pre-master Architecture Building and Planning
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6209,,56951,NVAO,Bouwkunde,"Architecture, Urbanism and Building Sciences",,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Bouwkunde,,"Architecture, Urbanism and Building Sciences",VOLTIJD,ENG,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,PROPEDEUTISCHE_FASE_ZONDER_EXAMEN,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,0cde291f-bd0a-09a6-e063-6f2ba8c0ea9a,0cde291f-bd0a-09a6-e063-6f2ba8c0ea9a,114X284,Groene Loper,Eindhoven,
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6210,,56951,NVAO,Pre-master Construction Management and Engineering,Pre-master Construction Management and Engineering,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Pre-master Construction Management and Engineering,,Pre-master Construction Management and Engineering,VOLTIJD,ENG,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,GEEN_PROPEDEUTISCHE_FASE,STUDIEKEUZE_CHECK_VAN_TOEPASSING,GEEN_VERSNELD_TRAJECT,0cde291f-bd12-09a6-e063-6f2ba8c0ea9a,0cde291f-bd12-09a6-e063-6f2ba8c0ea9a,114X284,Groene Loper,Eindhoven,Pre-master Construction Management and Engineering
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6276,,56953,NVAO,Pre-master Artificial Intelligence & Engineering Systems,Pre-master Artificial Intelligence & Engineering Systems,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Pre-master Artificial Intelligence & Engineering Systems,,Pre-master Artificial Intelligence & Engineering Systems,VOLTIJD,ENG,2022-04-07,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,GEEN_PROPEDEUTISCHE_FASE,STUDIEKEUZE_CHECK_VAN_TOEPASSING,GEEN_VERSNELD_TRAJECT,0e0bba73-9a80-76e4-e063-6f2ba8c08759,0e0bba73-9a80-76e4-e063-6f2ba8c08759,114X284,Groene Loper,Eindhoven,Pre-master Artificial Intelligence & Engineering Systems
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6277,,56953,NVAO,Automotive Technology,Automotive Technology,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Automotive Technology,,Automotive Technology,VOLTIJD,ENG,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,PROPEDEUTISCHE_FASE_ZONDER_EXAMEN,STUDIEKEUZE_CHECK_VERPLICHT,GEEN_VERSNELD_TRAJECT,0e0bba73-9a88-76e4-e063-6f2ba8c08759,0e0bba73-9a88-76e4-e063-6f2ba8c08759,114X284,Groene Loper,Eindhoven,
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6278,,56953,NVAO,Electrical Engineering,Electrical Engineering,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Electrical Engineering,,Electrical Engineering,VOLTIJD,ENG,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,PROPEDEUTISCHE_FASE_ZONDER_EXAMEN,STUDIEKEUZE_CHECK_VERPLICHT,GEEN_VERSNELD_TRAJECT,0e0bba73-9a90-76e4-e063-6f2ba8c08759,0e0bba73-9a90-76e4-e063-6f2ba8c08759,114X284,Groene Loper,Eindhoven,
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6279,,56953,NVAO,Pre-master Electrical Engineering,Pre-master Electrical Engineering,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Pre-master Electrical Engineering,,Pre-master Electrical Engineering,VOLTIJD,ENG,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,GEEN_PROPEDEUTISCHE_FASE,STUDIEKEUZE_CHECK_VAN_TOEPASSING,GEEN_VERSNELD_TRAJECT,0e0bba73-9a98-76e4-e063-6f2ba8c08759,0e0bba73-9a98-76e4-e063-6f2ba8c08759,114X284,Groene Loper,Eindhoven,Electrical Engineering
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6280,,56960,NVAO,Scheikundige Technologie,Chemical Engineering and Chemistry,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Scheikundige Technologie,,Chemical Engineering and Chemistry,VOLTIJD,ENG,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,PROPEDEUTISCHE_FASE_ZONDER_EXAMEN,STUDIEKEUZE_CHECK_VERPLICHT,GEEN_VERSNELD_TRAJECT,0e0bba73-9aa0-76e4-e063-6f2ba8c08759,0e0bba73-9aa0-76e4-e063-6f2ba8c08759,114X284,Groene Loper,Eindhoven,
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6281,,56960,NVAO,Pre-master MCE Chemical and Process Technology,Pre-master MCE Chemical and Process Technology,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Pre-master MCE Chemical and Process Technology,,Pre-master MCE Chemical and Process Technology,VOLTIJD,ENG,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,GEEN_PROPEDEUTISCHE_FASE,STUDIEKEUZE_CHECK_VAN_TOEPASSING,GEEN_VERSNELD_TRAJECT,0e0bba73-9aa8-76e4-e063-6f2ba8c08759,0e0bba73-9aa8-76e4-e063-6f2ba8c08759,114X284,Groene Loper,Eindhoven,MCE Chemical and Process Technology
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6282,,56960,NVAO,Pre-master MCE Molecular Syst.& Materials Chemistry,Pre-master MCE Molecular Syst.& Materials Chemistry,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Pre-master MCE Molecular Syst.& Materials Chemistry,,Pre-master MCE Molecular Syst.& Materials Chemistry,VOLTIJD,ENG,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,GEEN_PROPEDEUTISCHE_FASE,STUDIEKEUZE_CHECK_VAN_TOEPASSING,GEEN_VERSNELD_TRAJECT,0e0bba73-9ab0-76e4-e063-6f2ba8c08759,0e0bba73-9ab0-76e4-e063-6f2ba8c08759,114X284,Groene Loper,Eindhoven,MCE Molecular Syst.& Materials Chemistry
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6283,,56960,NVAO,Pre-master SE Chemistry Teacher,Pre-master SE Chemistry Teacher,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Pre-master SE Chemistry Teacher,,Pre-master SE Chemistry Teacher,VOLTIJD,ENG,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,GEEN_PROPEDEUTISCHE_FASE,STUDIEKEUZE_CHECK_VAN_TOEPASSING,GEEN_VERSNELD_TRAJECT,0e0bba73-9ab8-76e4-e063-6f2ba8c08759,0e0bba73-9ab8-76e4-e063-6f2ba8c08759,114X284,Groene Loper,Eindhoven,SEC Leraar vho Scheikunde
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6284,,56962,NVAO,Pre-master Applied Physics,Pre-master Applied Physics,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Pre-master Applied Physics,,Pre-master Applied Physics,VOLTIJD,ENG,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,GEEN_PROPEDEUTISCHE_FASE,STUDIEKEUZE_CHECK_VAN_TOEPASSING,GEEN_VERSNELD_TRAJECT,0e0bba73-9ac0-76e4-e063-6f2ba8c08759,0e0bba73-9ac0-76e4-e063-6f2ba8c08759,114X284,Groene Loper,Eindhoven,Applied Physics
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6285,,56962,NVAO,Technische Natuurkunde,Applied Physics,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Technische Natuurkunde,,Applied Physics,VOLTIJD,ENG,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,PROPEDEUTISCHE_FASE_ZONDER_EXAMEN,STUDIEKEUZE_CHECK_VERPLICHT,GEEN_VERSNELD_TRAJECT,0e0bba73-9ac8-76e4-e063-6f2ba8c08759,0e0bba73-9ac8-76e4-e063-6f2ba8c08759,114X284,Groene Loper,Eindhoven,
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6286,,56962,NVAO,Pre-master SE Physics Teacher,Pre-master SE Physics Teacher,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Pre-master SE Physics Teacher,,Pre-master SE Physics Teacher,VOLTIJD,ENG,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,GEEN_PROPEDEUTISCHE_FASE,STUDIEKEUZE_CHECK_VAN_TOEPASSING,GEEN_VERSNELD_TRAJECT,0e0bba73-9ad0-76e4-e063-6f2ba8c08759,0e0bba73-9ad0-76e4-e063-6f2ba8c08759,114X284,Groene Loper,Eindhoven,SEC Leraar vho Natuurkunde
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6287,,56964,NVAO,Computer Science and Engineering,Computer Science and Engineering,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Computer Science and Engineering,,Computer Science and Engineering,VOLTIJD,ENG,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,PROPEDEUTISCHE_FASE_ZONDER_EXAMEN,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,0e0bba73-9ad8-76e4-e063-6f2ba8c08759,0e0bba73-9ad8-76e4-e063-6f2ba8c08759,114X284,Groene Loper,Eindhoven,
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6290,,56964,NVAO,Pre-master Computer Science and Engineering,Pre-master Computer Science and Engineering,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Pre-master Computer Science and Engineering,,Pre-master Computer Science and Engineering,VOLTIJD,ENG,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,GEEN_PROPEDEUTISCHE_FASE,STUDIEKEUZE_CHECK_VAN_TOEPASSING,GEEN_VERSNELD_TRAJECT,0e0bba73-9af0-76e4-e063-6f2ba8c08759,0e0bba73-9af0-76e4-e063-6f2ba8c08759,114X284,Groene Loper,Eindhoven,Computer Science and Engineering
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6291,,56964,NVAO,Pre-master Data Science and Artificial Intelligence,Pre-master Data Science and Artificial Intelligence,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Pre-master Data Science and Artificial Intelligence,,Pre-master Data Science and Artificial Intelligence,VOLTIJD,ENG,2021-03-30,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,0e0bba73-9af8-76e4-e063-6f2ba8c08759,0e0bba73-9af8-76e4-e063-6f2ba8c08759,114X284,Groene Loper,Eindhoven,Data Science and Artificial Intelligence
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6292,,56964,NVAO,Pre-master Embedded Systems,Pre-master Embedded Systems,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Pre-master Embedded Systems,,Pre-master Embedded Systems,VOLTIJD,ENG,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,GEEN_PROPEDEUTISCHE_FASE,STUDIEKEUZE_CHECK_VAN_TOEPASSING,GEEN_VERSNELD_TRAJECT,0e0bba73-9b00-76e4-e063-6f2ba8c08759,0e0bba73-9b00-76e4-e063-6f2ba8c08759,114X284,Groene Loper,Eindhoven,Embedded Systems
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6293,,56964,NVAO,Pre-master Information Security Technology,Pre-master Information Security Technology,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Pre-master Information Security Technology,,Pre-master Information Security Technology,VOLTIJD,ENG,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,GEEN_PROPEDEUTISCHE_FASE,STUDIEKEUZE_CHECK_VAN_TOEPASSING,GEEN_VERSNELD_TRAJECT,0e0bba73-9b08-76e4-e063-6f2ba8c08759,0e0bba73-9b08-76e4-e063-6f2ba8c08759,114X284,Groene Loper,Eindhoven,Information Security Technology
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6294,,56964,NVAO,Pre-master SE Computer Science Teacher,Pre-master SE Computer Science Teacher,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Pre-master SE Computer Science Teacher,,Pre-master SE Computer Science Teacher,VOLTIJD,ENG,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,GEEN_PROPEDEUTISCHE_FASE,STUDIEKEUZE_CHECK_VAN_TOEPASSING,GEEN_VERSNELD_TRAJECT,0e0bba73-9b10-76e4-e063-6f2ba8c08759,0e0bba73-9b10-76e4-e063-6f2ba8c08759,114X284,Groene Loper,Eindhoven,SEC Leraar vho Informatica
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6295,,56965,NVAO,Technische Wiskunde,Applied Mathematics,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Technische Wiskunde,,Applied Mathematics,VOLTIJD,ENG,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,PROPEDEUTISCHE_FASE_ZONDER_EXAMEN,STUDIEKEUZE_CHECK_VERPLICHT,GEEN_VERSNELD_TRAJECT,0e0bba73-9b18-76e4-e063-6f2ba8c08759,0e0bba73-9b18-76e4-e063-6f2ba8c08759,114X284,Groene Loper,Eindhoven,
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6296,,56965,NVAO,Pre-master Industrial and Applied Mathematics,Pre-master Industrial and Applied Mathematics,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Pre-master Industrial and Applied Mathematics,,Pre-master Industrial and Applied Mathematics,VOLTIJD,ENG,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,GEEN_PROPEDEUTISCHE_FASE,STUDIEKEUZE_CHECK_VAN_TOEPASSING,GEEN_VERSNELD_TRAJECT,0e0bba73-9b20-76e4-e063-6f2ba8c08759,0e0bba73-9b20-76e4-e063-6f2ba8c08759,114X284,Groene Loper,Eindhoven,Industrial and Applied Mathematics
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6297,,56965,NVAO,Pre-master SE Mathematics Teacher,Pre-master SE Mathematics Teacher,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Pre-master SE Mathematics Teacher,,Pre-master SE Mathematics Teacher,VOLTIJD,ENG,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,GEEN_PROPEDEUTISCHE_FASE,STUDIEKEUZE_CHECK_VAN_TOEPASSING,GEEN_VERSNELD_TRAJECT,0e0bba73-9b28-76e4-e063-6f2ba8c08759,0e0bba73-9b28-76e4-e063-6f2ba8c08759,114X284,Groene Loper,Eindhoven,SEC Leraar vho Wiskunde
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6303,,56994,NVAO,Technische Bedrijfskunde,Industrial Engineering,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Technische Bedrijfskunde,,Industrial Engineering,VOLTIJD,ENG,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,PROPEDEUTISCHE_FASE_ZONDER_EXAMEN,STUDIEKEUZE_CHECK_VERPLICHT,GEEN_VERSNELD_TRAJECT,0e0bba73-9b58-76e4-e063-6f2ba8c08759,0e0bba73-9b58-76e4-e063-6f2ba8c08759,114X284,Groene Loper,Eindhoven,
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6305,,56994,NVAO,Pre-master Innovation Management,Pre-master Innovation Management,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Pre-master Innovation Management,,Pre-master Innovation Management,VOLTIJD,ENG,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,GEEN_PROPEDEUTISCHE_FASE,STUDIEKEUZE_CHECK_VAN_TOEPASSING,GEEN_VERSNELD_TRAJECT,0e0bba73-9b68-76e4-e063-6f2ba8c08759,0e0bba73-9b68-76e4-e063-6f2ba8c08759,114X284,Groene Loper,Eindhoven,Premaster Innovation Management
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6306,,56994,NVAO,Pre-master Operations Management and Logistics,Pre-master Operations Management and Logistics,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Pre-master Operations Management and Logistics,,Pre-master Operations Management and Logistics,VOLTIJD,ENG,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,GEEN_PROPEDEUTISCHE_FASE,STUDIEKEUZE_CHECK_VAN_TOEPASSING,GEEN_VERSNELD_TRAJECT,0e0bba73-9b70-76e4-e063-6f2ba8c08759,0e0bba73-9b70-76e4-e063-6f2ba8c08759,114X284,Groene Loper,Eindhoven,Premaster Operations Management and Logistics
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6351,,56265,NVAO,Sustainable Innovation,Sustainable Innovation,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Sustainable Innovation,,Sustainable Innovation,VOLTIJD,ENG,2020-09-10,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,PROPEDEUTISCHE_FASE_ZONDER_EXAMEN,STUDIEKEUZE_CHECK_VERPLICHT,GEEN_VERSNELD_TRAJECT,0e31ff3f-ddee-48c4-e063-6f2ba8c0151b,0e31ff3f-ddee-48c4-e063-6f2ba8c0151b,114X284,Groene Loper,Eindhoven,
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6359,,55018,NVAO,Data Science,Data Science,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Data Science,,Data Science,VOLTIJD,ENG,2020-09-10,,2023-09-01,,,112A446,,GEEN_DEFICIENTIES,GEEN_EISEN,PROPEDEUTISCHE_FASE_ZONDER_EXAMEN,STUDIEKEUZE_CHECK_VERPLICHT,GEEN_VERSNELD_TRAJECT,0a965189-5d8c-06f5-e063-6f2ba8c07429,0a965189-5d8c-06f5-e063-6f2ba8c07429,114X284,Groene Loper,Eindhoven,
107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6360,,55018,NVAO,Pre-master Data Science in Business and Entrepreneurship,Pre-master Data Science in Business and Entrepreneurship,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Technische Universiteit Eindhoven,Pre-master Data Science in Business and Entrepreneurship,,Pre-master Data Science in Business and Entrepreneurship,VOLTIJD,ENG,2023-05-01,,2023-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,0a965189-5d94-06f5-e063-6f2ba8c07429,0a965189-5d94-06f5-e063-6f2ba8c07429,114X284,Groene Loper,Eindhoven,Pre-master Data Science in Business and Entrepreneurship
